Data export from TecQuipment CE2000

Data series 1

    Time    Squar    veloc    Vmoto    error 
    32.08    4.085    9.440   10.235    4.100
    32.14    4.085    9.440   10.235    4.105
    32.21    4.085    9.440   10.235    4.100
    32.27    4.085    9.440   10.235    4.100
    32.34    4.085    9.435   10.235    4.105
    32.41    4.085    9.440   10.235    4.105
    32.47    4.080    9.435   10.235    4.100
    32.54    4.085    9.435   10.235    4.100
    32.60    4.085    9.435   10.235    4.100
    32.67    4.080    9.435   10.235    4.100
    32.74    4.080    9.435   10.235    4.100
    32.80    4.080    9.440   10.235    4.100
    32.87    4.080    9.440   10.235    4.100
    32.93    4.080    9.440   10.235    4.100
    33.00    4.080    9.440   10.235    4.100
    33.07    4.080    9.440   10.235    4.100
    33.13    4.080    9.440   10.235    4.100
    33.20    4.080    9.440   10.235    4.100
    33.26    4.080    9.440   10.235    4.100
    33.33    4.080    9.435   10.235    4.100
    33.40    4.080    9.435   10.235    4.100
    33.46    4.080    9.435   10.235    4.100
    33.53    4.080    9.435   10.235    4.105
    33.59    4.080    9.430   10.235    4.100
    33.66    4.080    9.435   10.235    4.100
    33.73    4.080    9.435   10.235    4.100
    33.79    2.710    9.435   10.100    2.720
    33.86    2.135    9.425   10.010    2.140
    33.92    2.135    9.420   10.010    2.140
    33.99    2.130    9.410   10.010    2.140
    34.06    2.130    9.405   10.010    2.140
    34.12    2.135    9.395   10.015    2.140
    34.19    2.130    9.385   10.010    2.140
    34.25    2.135    9.380   10.010    2.140
    34.32    2.135    9.370   10.010    2.140
    34.39    2.135    9.365   10.010    2.140
    34.45    2.135    9.360   10.010    2.140
    34.52    2.130    9.360   10.010    2.140
    34.58    2.130    9.350   10.015    2.140
    34.65    2.130    9.350   10.010    2.140
    34.72    2.135    9.345   10.015    2.140
    34.78    2.130    9.345   10.015    2.140
    34.85    2.130    9.345   10.010    2.145
    34.91    2.130    9.340   10.010    2.140
    34.98    2.130    9.340   10.005    2.140
    35.05    2.130    9.330   10.000    2.140
    35.11    2.130    9.330   10.005    2.140
    35.18    2.130    9.325   10.000    2.140
    35.24    2.130    9.325   10.000    2.135
    35.31    2.130    9.320   10.005    2.140
    35.38    2.130    9.315   10.005    2.140
    35.44    2.130    9.315   10.000    2.140
    35.51    2.135    9.315   10.000    2.140
    35.57    2.130    9.310   10.005    2.140
    35.64    2.130    9.310   10.005    2.135
    35.71    2.135    9.310   10.005    2.140
    35.77    2.130    9.310   10.005    2.140
    35.84    2.130    9.310   10.005    2.140
    35.90    2.130    9.310   10.005    2.140
    35.97    2.130    9.310   10.005    2.140
    36.04    2.135    9.310   10.005    2.140
    36.10    2.135    9.305   10.015    2.140
    36.17    2.130    9.300   10.010    2.140
    36.23    2.135    9.300   10.010    2.140
    36.30    2.135    9.300   10.010    2.145
    36.37    2.135    9.295   10.010    2.140
    36.43    2.130    9.300   10.010    2.140
    36.50    2.130    9.300   10.010    2.140
    36.56    2.135    9.300   10.010    2.140
    36.63    2.130    9.300   10.010    2.145
    36.70    2.135    9.300   10.010    2.140
    36.76    2.130    9.300   10.010    2.140
    36.83    2.130    9.305   10.010    2.140
    36.89    2.130    9.300   10.015    2.140
    36.96    2.135    9.300   10.015    2.140
    37.03    2.130    9.295   10.010    2.140
    37.09    2.130    9.295   10.010    2.140
    37.16    2.135    9.295   10.010    2.140
    37.22    2.130    9.295   10.010    2.140
    37.29    2.125    9.290   10.000    2.140
    37.36    2.130    9.290   10.005    2.140
    37.42    2.130    9.295   10.005    2.140
    37.49    2.130    9.295   10.005    2.140
    37.55    2.130    9.295   10.000    2.140
    37.62    2.130    9.295   10.005    2.140
    37.69    2.130    9.295   10.000    2.140
    37.75    2.130    9.295   10.005    2.135
    37.82    2.130    9.295   10.000    2.140
    37.88    2.130    9.290   10.000    2.140
    37.95    2.130    9.290   10.005    2.140
    38.02    2.130    9.290   10.005    2.140
    38.08    2.130    9.290   10.000    2.140
    38.15    2.130    9.285   10.005    2.140
    38.21    2.130    9.290   10.005    2.140
    38.28    2.130    9.285   10.005    2.140
    38.35    2.135    9.285   10.010    2.140
    38.41    2.130    9.285   10.010    2.145
    38.48    2.130    9.290   10.010    2.140
    38.54    2.130    9.290   10.010    2.140
    38.61    2.135    9.290   10.015    2.140
    38.68    2.130    9.295   10.010    2.140
    38.74    2.130    9.295   10.010    2.140
    38.81    2.135    9.295   10.015    2.140
    38.87    2.135    9.290   10.015    2.140
    38.94    2.135    9.295   10.015    2.140
    39.01    2.135    9.290   10.010    2.140
    39.07    2.130    9.290   10.015    2.140
    39.14    2.135    9.285   10.015    2.140
    39.20    2.135    9.285   10.015    2.140
    39.27    2.130    9.290   10.015    2.145
    39.34    2.130    9.290   10.010    2.140
    39.40    2.130    9.290   10.010    2.145
    39.47    2.130    9.290   10.015    2.140
    39.53    2.130    9.295   10.005    2.140
    39.60    2.130    9.290   10.005    2.140
    39.67    2.130    9.295   10.005    2.140
    39.73    2.135    9.295   10.000    2.140
    39.80    2.130    9.295   10.000    2.140
    39.86    2.130    9.295   10.005    2.140
    39.93    2.130    9.290   10.000    2.140
    40.00    2.130    9.285   10.005    2.140
    40.06    2.130    9.285   10.005    2.140
    40.13    2.130    9.285   10.005    2.140
    40.19    2.130    9.285   10.000    2.140
    40.26    2.130    9.285   10.005    2.140
    40.33    2.130    9.285   10.000    2.140
    40.39    2.130    9.290   10.005    2.140
    40.46    2.130    9.290   10.005    2.140
    40.52    0.000    0.000    0.000    0.000

