Data export from TecQuipment CE2000

Data series 1

    Time       T1       T2 heater input 
   944.06    2.595    2.585    0.000
   944.13    2.595    2.585    0.000
   944.20    2.595    2.585    0.000
   944.26    2.595    2.585    0.000
   944.33    2.595    2.585    0.000
   944.39    2.595    2.585    0.000
   944.46    2.595    2.585    0.000
   944.53    2.595    2.585    0.000
   944.59    2.595    2.585    0.000
   944.66    2.595    2.585    0.000
   944.72    2.595    2.585    0.000
   944.79    2.595    2.585    0.000
   944.86    2.595    2.585    0.000
   944.92    2.595    2.585    0.000
   944.99    2.595    2.585    0.000
   945.05    2.595    2.585    0.000
   945.12    2.595    2.585    0.000
   945.19    2.595    2.585    0.000
   945.25    2.595    2.585    0.000
   945.32    2.595    2.585    0.000
   945.38    2.595    2.585    0.000
   945.45    2.595    2.585    0.000
   945.52    2.595    2.585    0.000
   945.58    2.595    2.585    0.000
   945.65    2.595    2.585    0.000
   945.71    2.595    2.585    0.000
   945.78    2.595    2.585    0.000
   945.85    2.595    2.585    0.000
   945.91    2.595    2.585    0.000
   945.98    2.595    2.585    0.000
   946.04    2.595    2.585    0.000
   946.11    2.595    2.585    0.000
   946.18    2.595    2.585    0.000
   946.24    2.595    2.585    0.000
   946.31    2.590    2.585    0.000
   946.37    2.595    2.585    0.000
   946.44    2.590    2.585    0.000
   946.51    2.595    2.585    0.000
   946.57    2.595    2.585    0.000
   946.64    2.590    2.585    0.000
   946.70    2.590    2.585    0.000
   946.77    2.595    2.585    0.000
   946.84    2.590    2.585    0.000
   946.90    2.590    2.585    0.000
   946.97    2.595    2.585    0.000
   947.03    2.590    2.585    0.000
   947.10    2.590    2.585    0.000
   947.17    2.590    2.580    0.000
   947.23    2.590    2.585    0.000
   947.30    2.590    2.585    0.000
   947.36    2.590    2.585    0.000
   947.43    2.590    2.585    0.000
   947.50    2.590    2.580    0.000
   947.56    2.590    2.580    0.000
   947.63    2.590    2.580    0.000
   947.69    2.590    2.585    0.000
   947.76    2.590    2.585    0.000
   947.83    2.590    2.585    0.000
   947.89    2.590    2.580    0.000
   947.96    2.590    2.580    0.000
   948.02    2.590    2.580    0.000
   948.09    2.590    2.580    0.000
   948.16    2.590    2.580    0.000
   948.22    2.590    2.580    0.000
   948.29    2.590    2.580    0.000
   948.35    2.590    2.580    0.000
   948.42    2.590    2.580    0.000
   948.49    2.590    2.580    0.000
   948.55    2.590    2.580    0.000
   948.62    2.590    2.580    0.000
   948.68    2.590    2.580    0.000
   948.75    2.590    2.580    0.000
   948.82    2.590    2.580    0.000
   948.88    2.590    2.580    0.000
   948.95    2.590    2.580    0.000
   949.01    2.590    2.580    0.000
   949.08    2.590    2.580    0.000
   949.15    2.590    2.580    0.000
   949.21    2.590    2.580    0.000
   949.28    2.590    2.580    0.000
   949.34    2.590    2.580    0.000
   949.41    2.590    2.580    0.000
   949.48    2.590    2.580    0.000
   949.54    2.590    2.580    0.000
   949.61    2.590    2.580    0.000
   949.67    2.590    2.580    0.000
   949.74    2.590    2.580    0.000
   949.81    2.590    2.580    0.000
   949.87    2.590    2.580    0.000
   949.94    2.590    2.580    0.000
   950.00    2.590    2.580    0.000
   950.07    2.590    2.580    0.000
   950.14    2.590    2.580    0.000
   950.20    2.590    2.580    0.000
   950.27    2.590    2.580    0.000
   950.33    2.590    2.580    0.000
   950.40    2.590    2.580    0.000
   950.47    2.590    2.580    0.000
   950.53    2.590    2.580    0.000
   950.60    2.590    2.580    0.000
   950.66    2.590    2.580    0.000
   950.73    2.590    2.580    0.000
   950.80    2.590    2.580    0.000
   950.86    2.590    2.580    0.000
   950.93    2.590    2.580    0.000
   950.99    2.590    2.575    0.000
   951.06    2.590    2.580    0.000
   951.13    2.590    2.580    0.000
   951.19    2.590    2.575    0.000
   951.26    2.590    2.580    0.000
   951.32    2.590    2.575    0.000
   951.39    2.590    2.580    0.000
   951.46    2.585    2.575    0.000
   951.52    2.585    2.580    0.000
   951.59    2.585    2.580    0.000
   951.65    2.585    2.575    0.000
   951.72    2.585    2.580    0.000
   951.79    2.590    2.575    0.000
   951.85    2.590    2.575    0.000
   951.92    2.585    2.575    0.000
   951.98    2.585    2.575    0.000
   952.05    2.585    2.575    0.000
   952.12    2.585    2.575    0.000
   952.18    2.590    2.575    0.000
   952.25    2.585    2.575    0.000
   952.31    2.585    2.575    0.000
   952.38    2.585    2.575    0.000
   952.45    2.585    2.575    0.000
   952.51    2.585    2.575    0.000
   952.58    2.585    2.575    0.000
   952.64    2.585    2.575    0.000
   952.71    2.585    2.575    0.000
   952.78    2.585    2.575    0.000
   952.84    2.585    2.575    0.000
   952.91    2.585    2.575    0.000
   952.97    2.585    2.575    0.000
   953.04    2.585    2.575    0.000
   953.11    2.585    2.575    0.000
   953.17    2.585    2.575    0.000
   953.24    2.585    2.575    0.000
   953.30    2.585    2.575    0.000
   953.37    2.585    2.575    0.000
   953.44    2.585    2.575    0.000
   953.50    2.585    2.575    0.000
   953.57    2.585    2.575    0.000
   953.63    2.585    2.575    0.000
   953.70    2.585    2.575    0.000
   953.77    2.585    2.575    0.000
   953.83    2.585    2.575    0.000
   953.90    2.585    2.575    0.000
   953.96    2.585    2.575    0.000
   954.03    2.585    2.575    0.000
   954.10    2.585    2.575    0.000
   954.16    2.585    2.575    0.000
   954.23    2.585    2.575    0.000
   954.29    2.585    2.575    0.000
   954.36    2.585    2.575    0.000
   954.43    2.585    2.575    0.000
   954.49    2.585    2.575    0.000
   954.56    2.585    2.575    0.000
   954.62    2.585    2.575    0.000
   954.69    2.585    2.575    0.000
   954.76    2.585    2.575    0.000
   954.82    2.585    2.575    0.000
   954.89    2.585    2.575    0.000
   954.95    2.585    2.570    0.000
   955.02    2.585    2.575    0.000
   955.09    2.585    2.575    0.000
   955.15    2.585    2.575    0.000
   955.22    2.585    2.575    0.000
   955.28    2.585    2.570    0.000
   955.35    2.585    2.575    0.000
   955.42    2.585    2.570    0.000
   955.48    2.585    2.570    0.000
   955.55    2.585    2.570    0.000
   955.61    2.585    2.570    0.000
   955.68    2.585    2.570    0.000
   955.75    2.585    2.570    0.000
   955.81    2.585    2.570    0.000
   955.88    2.585    2.570    0.000
   955.94    2.585    2.570    0.000
   956.01    2.585    2.570    0.000
   956.08    2.585    2.570    0.000
   956.14    2.585    2.570    0.000
   956.21    2.585    2.570    0.000
   956.27    2.585    2.570    0.000
   956.34    2.585    2.570    0.000
   956.41    2.580    2.570    0.000
   956.47    2.585    2.570    0.000
   956.54    2.585    2.570    0.000
   956.60    2.580    2.570    0.000
   956.67    2.580    2.570    0.000
   956.74    2.585    2.570    0.000
   956.80    2.585    2.570    0.000
   956.87    2.580    2.570    0.000
   956.93    2.580    2.570    0.000
   957.00    2.580    2.570    0.000
   957.07    2.580    2.570    0.000
   957.13    2.580    2.570    0.000
   957.20    2.580    2.570    0.000
   957.26    2.580    2.570    0.000
   957.33    2.580    2.570    0.000
   957.40    2.580    2.570    0.000
   957.46    2.580    2.570    0.000
   957.53    2.580    2.570    0.000
   957.59    2.580    2.570    0.000
   957.66    2.580    2.570    0.000
   957.73    2.580    2.570    0.000
   957.79    2.580    2.570    0.000
   957.86    2.580    2.570    0.000
   957.92    2.580    2.570    0.000
   957.99    2.580    2.570    0.000
   958.06    2.580    2.570    0.000
   958.12    2.580    2.570    0.000
   958.19    2.580    2.570    0.000
   958.25    2.580    2.570    0.000
   958.32    2.580    2.570    0.000
   958.39    2.580    2.570    0.000
   958.45    2.580    2.570    0.000
   958.52    2.580    2.570    0.000
   958.58    2.580    2.570    0.000
   958.65    2.580    2.570    0.000
   958.72    2.580    2.570    0.000
   958.78    2.580    2.570    0.000
   958.85    2.580    2.565    0.000
   958.91    2.580    2.570    0.000
   958.98    2.580    2.570    0.000
   959.05    2.580    2.565    0.000
   959.11    2.580    2.570    0.000
   959.18    2.580    2.565    0.000
   959.24    2.580    2.570    0.000
   959.31    2.580    2.570    0.000
   959.38    2.580    2.565    0.000
   959.44    2.580    2.565    0.000
   959.51    2.580    2.570    0.000
   959.57    2.580    2.565    0.000
   959.64    2.580    2.565    0.000
   959.71    2.580    2.565    0.000
   959.77    2.580    2.565    0.000
   959.84    2.580    2.565    0.000
   959.90    2.580    2.565    0.000
   959.97    2.580    2.565    0.000
   960.04    2.580    2.565    0.000
   960.10    2.580    2.565    0.000
   960.17    2.580    2.565    0.000
   960.23    2.580    2.565    0.000
   960.30    2.580    2.565    0.000
   960.37    2.580    2.565    0.000
   960.43    2.580    2.565    0.000
   960.50    2.580    2.565    0.000
   960.56    2.580    2.565    0.000
   960.63    2.580    2.565    0.000
   960.70    2.580    2.565    0.000
   960.76    2.580    2.565    0.000
   960.83    2.580    2.565    0.000
   960.89    2.580    2.565    0.000
   960.96    2.580    2.565    0.000
   961.03    2.580    2.565    0.000
   961.09    2.580    2.565    0.000
   961.16    2.580    2.565    0.000
   961.22    2.580    2.565    0.000
   961.29    2.580    2.565    0.000
   961.36    2.580    2.565    0.000
   961.42    2.575    2.565    0.000
   961.49    2.580    2.565    0.000
   961.55    2.580    2.565    0.000
   961.62    2.580    2.565    0.000
   961.69    2.580    2.565    0.000
   961.75    2.575    2.565    0.000
   961.82    2.575    2.565    0.000
   961.88    2.580    2.565    0.000
   961.95    2.575    2.565    0.000
   962.02    2.575    2.565    0.000
   962.08    2.575    2.565    0.000
   962.15    2.575    2.565    0.000
   962.21    2.575    2.565    0.000
   962.28    2.580    2.565    0.000
   962.35    2.575    2.565    0.000
   962.41    2.575    2.565    0.000
   962.48    2.575    2.565    0.000
   962.54    2.575    2.565    0.000
   962.61    2.575    2.565    0.000
   962.68    2.575    2.565    0.000
   962.74    2.575    2.565    0.000
   962.81    2.575    2.565    0.000
   962.87    2.575    2.565    0.000
   962.94    2.575    2.565    0.000
   963.01    2.575    2.565    0.000
   963.07    2.575    2.565    0.000
   963.14    2.575    2.560    0.000
   963.20    2.575    2.565    0.000
   963.27    2.575    2.565    0.000
   963.34    2.575    2.560    0.000
   963.40    2.575    2.560    0.000
   963.47    2.575    2.560    0.000
   963.53    2.575    2.560    0.000
   963.60    2.575    2.565    0.000
   963.67    2.575    2.560    0.000
   963.73    2.575    2.560    0.000
   963.80    2.575    2.560    0.000
   963.86    2.575    2.560    0.000
   963.93    2.575    2.560    0.000
   964.00    2.575    2.560    0.000
   964.06    2.575    2.565    0.000
   964.13    2.575    2.560    0.000
   964.19    2.575    2.560    0.000
   964.26    2.575    2.560    0.000
   964.33    2.575    2.560    0.000
   964.39    2.575    2.560    0.000
   964.46    2.575    2.560    0.000
   964.52    2.575    2.560    0.000
   964.59    2.575    2.560    0.000
   964.66    2.575    2.560    0.000
   964.72    2.575    2.560    0.000
   964.79    2.575    2.560    0.000
   964.85    2.575    2.560    0.000
   964.92    2.575    2.560    0.000
   964.99    2.575    2.560    0.000
   965.05    2.575    2.560    0.000
   965.12    2.575    2.560    0.000
   965.18    2.575    2.560    0.000
   965.25    2.575    2.560    0.000
   965.32    2.575    2.560    0.000
   965.38    2.575    2.560    0.000
   965.45    2.575    2.560    0.000
   965.51    2.575    2.560    0.000
   965.58    2.575    2.560    0.000
   965.65    2.575    2.560    0.000
   965.71    2.575    2.560    0.000
   965.78    2.575    2.560    0.000
   965.84    2.575    2.560    0.000
   965.91    2.575    2.560    0.000
   965.98    2.575    2.560    0.000
   966.04    2.575    2.560    0.000
   966.11    2.575    2.560    0.000
   966.17    2.575    2.560    0.000
   966.24    2.570    2.560    0.000
   966.31    2.575    2.560    0.000
   966.37    2.570    2.560    0.000
   966.44    2.575    2.560    0.000
   966.50    2.570    2.560    0.000
   966.57    2.575    2.560    0.000
   966.64    2.575    2.560    0.000
   966.70    2.575    2.560    0.000
   966.77    2.575    2.560    0.000
   966.83    2.575    2.560    0.000
   966.90    2.570    2.560    0.000
   966.97    2.570    2.560    0.000
   967.03    2.575    2.560    0.000
   967.10    2.575    2.560    0.000
   967.16    2.570    2.560    0.000
   967.23    2.575    2.560    0.000
   967.30    2.570    2.560    0.000
   967.36    2.570    2.560    0.000
   967.43    2.575    2.560    0.000
   967.49    2.570    2.560    0.000
   967.56    2.570    2.560    0.000
   967.63    2.570    2.560    0.000
   967.69    2.570    2.560    0.000
   967.76    2.570    2.560    0.000
   967.82    2.570    2.560    0.000
   967.89    2.570    2.555    0.000
   967.96    2.570    2.560    0.000
   968.02    2.570    2.560    0.000
   968.09    2.570    2.555    0.000
   968.15    2.570    2.555    0.000
   968.22    2.570    2.555    0.000
   968.29    2.570    2.555    0.000
   968.35    2.570    2.555    0.000
   968.42    2.570    2.555    0.000
   968.48    2.570    2.555    0.000
   968.55    2.570    2.555    0.000
   968.62    2.570    2.555    0.000
   968.68    2.570    2.555    0.000
   968.75    2.570    2.555    0.000
   968.81    2.570    2.555    0.000
   968.88    2.570    2.555    0.000
   968.95    2.570    2.555    0.000
   969.01    2.570    2.555    0.000
   969.08    2.570    2.555    0.000
   969.14    2.570    2.555    0.000
   969.21    2.570    2.555    0.000
   969.28    2.570    2.555    0.000
   969.34    2.570    2.555    0.000
   969.41    2.570    2.555    0.000
   969.47    2.570    2.555    0.000
   969.54    2.570    2.555    0.000
   969.61    2.570    2.555    0.000
   969.67    2.570    2.555    0.000
   969.74    2.570    2.555    0.000
   969.80    2.570    2.555    0.000
   969.87    2.570    2.555    0.000
   969.94    2.570    2.555    0.000
   970.00    2.570    2.555    0.000
   970.07    2.570    2.555    0.000
   970.13    2.570    2.555    0.000
